,board_sizes,fitness_function,penalty_function,allowed_plateau_steps,plateau_tolerance,fitness_evals,fitness_values,num_knights,num_covered_squares,solutions,algorithm
23055,5,fitness_space_pso_paper,,100,0.1,55,5,5,25,[0 0 0 0 0 0 0 1 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0],StochasticHillclimb
23056,5,fitness_space_pso_paper,,100,0.1,56,6,4,24,[0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0],StochasticHillclimb
23057,5,fitness_space_pso_paper,,100,0.1,57,5,5,25,[0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 1 0 0 0 0 1 0 0],StochasticHillclimb
23058,5,fitness_space_pso_paper,,100,0.1,58,6,4,24,[0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0],StochasticHillclimb
23059,5,fitness_space_pso_paper,,100,0.1,59,5,5,25,[0 0 1 0 0 0 0 1 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0],StochasticHillclimb
23060,5,fitness_space_pso_paper,,100,0.1,60,6,4,24,[0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0],StochasticHillclimb
23061,5,fitness_space_pso_paper,,100,0.1,61,5,5,25,[0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0],StochasticHillclimb
23062,5,fitness_space_pso_paper,,100,0.1,62,6,4,24,[0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0],StochasticHillclimb
23063,5,fitness_space_pso_paper,,100,0.1,63,5,5,25,[0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0],StochasticHillclimb
23064,5,fitness_space_pso_paper,,100,0.1,64,6,4,24,[0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0],StochasticHillclimb
23065,5,fitness_space_pso_paper,,100,0.1,65,5,5,25,[0 0 1 0 0 0 0 1 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0],StochasticHillclimb
23066,5,fitness_space_pso_paper,,100,0.1,66,6,4,24,[0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0],StochasticHillclimb
23067,5,fitness_space_pso_paper,,100,0.1,67,5,5,25,[0 0 1 0 0 0 0 1 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0],StochasticHillclimb
23068,5,fitness_space_pso_paper,,100,0.1,68,6,4,24,[0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0],StochasticHillclimb
23069,5,fitness_space_pso_paper,,100,0.1,69,5,5,25,[0 0 1 0 0 0 0 1 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0],StochasticHillclimb
23070,5,fitness_space_pso_paper,,100,0.1,70,6,4,24,[0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0],StochasticHillclimb
23071,5,fitness_space_pso_paper,,100,0.1,71,5,5,25,[0 0 1 0 0 0 0 1 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0],StochasticHillclimb
23072,5,fitness_space_pso_paper,,100,0.1,72,6,4,24,[0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0],StochasticHillclimb
23073,5,fitness_space_pso_paper,,100,0.1,73,5,5,25,[0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0],StochasticHillclimb
23074,5,fitness_space_pso_paper,,100,0.1,74,6,4,24,[0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0],StochasticHillclimb
23075,5,fitness_space_pso_paper,,100,0.1,75,5,5,25,[0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0],StochasticHillclimb
23076,5,fitness_space_pso_paper,,100,0.1,76,6,4,24,[0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0],StochasticHillclimb
23077,5,fitness_space_pso_paper,,100,0.1,77,5,5,25,[0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0],StochasticHillclimb
23078,5,fitness_space_pso_paper,,100,0.1,78,6,4,24,[0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0],StochasticHillclimb
23079,5,fitness_space_pso_paper,,100,0.1,79,5,5,25,[0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 1 0 0 0 0 1 0 0],StochasticHillclimb
23080,5,fitness_space_pso_paper,,100,0.1,80,6,4,24,[0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0],StochasticHillclimb
23081,5,fitness_space_pso_paper,,100,0.1,81,5,5,25,[0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 1 0 0 0 0 1 0 0],StochasticHillclimb
23082,5,fitness_space_pso_paper,,100,0.1,82,6,4,24,[0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0],StochasticHillclimb
23083,5,fitness_space_pso_paper,,100,0.1,83,5,5,25,[0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 1],StochasticHillclimb
23084,5,fitness_space_pso_paper,,100,0.1,84,6,4,24,[0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0],StochasticHillclimb
23085,5,fitness_space_pso_paper,,100,0.1,85,5,5,25,[0 0 0 0 0 0 1 1 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0],StochasticHillclimb
23086,5,fitness_space_pso_paper,,100,0.1,86,6,4,24,[0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0],StochasticHillclimb
23087,5,fitness_space_pso_paper,,100,0.1,87,5,5,25,[0 0 0 0 0 0 1 1 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0],StochasticHillclimb
23088,5,fitness_space_pso_paper,,100,0.1,88,6,4,24,[0 0 0 0 0 0 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0],StochasticHillclimb
23089,5,fitness_space_pso_paper,,100,0.1,89,5,5,25,[0 0 0 0 0 0 1 1 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0],StochasticHillclimb
23090,5,fitness_space_pso_paper,,100,0.1,90,6,4,24,[0 0 0 0 0 0 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0],StochasticHillclimb
23091,5,fitness_space_pso_paper,,100,0.1,91,5,5,25,[0 0 0 0 0 0 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1],StochasticHillclimb
23092,5,fitness_space_pso_paper,,100,0.1,92,6,4,24,[0 0 0 0 0 0 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0],StochasticHillclimb
23093,5,fitness_space_pso_paper,,100,0.1,93,5,5,25,[0 0 0 0 0 0 1 1 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0],StochasticHillclimb
23094,5,fitness_space_pso_paper,,100,0.1,94,6,4,24,[0 0 0 0 0 0 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0],StochasticHillclimb
23095,5,fitness_space_pso_paper,,100,0.1,95,5,5,25,[0 0 0 0 0 0 1 1 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0],StochasticHillclimb
23096,5,fitness_space_pso_paper,,100,0.1,96,6,4,24,[0 0 0 0 0 0 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0],StochasticHillclimb
23097,5,fitness_space_pso_paper,,100,0.1,97,5,5,25,[0 0 0 0 0 0 1 1 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0],StochasticHillclimb
23098,5,fitness_space_pso_paper,,100,0.1,98,6,4,24,[0 0 0 0 0 0 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0],StochasticHillclimb
23099,5,fitness_space_pso_paper,,100,0.1,99,5,5,25,[0 0 0 0 0 0 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1],StochasticHillclimb
23100,5,fitness_space_pso_paper,,100,0.1,100,6,4,24,[0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1],StochasticHillclimb
23101,5,fitness_space_pso_paper,,100,0.1,101,5,5,25,[0 0 0 0 0 0 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1],StochasticHillclimb
23102,5,fitness_space_pso_paper,,100,0.1,102,6,4,24,[0 0 0 0 0 0 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0],StochasticHillclimb
23103,5,fitness_space_pso_paper,,100,0.1,103,5,5,25,[0 0 0 0 0 0 1 1 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0],StochasticHillclimb
23104,5,fitness_space_pso_paper,,100,0.1,104,6,4,24,[0 0 0 0 0 0 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0],StochasticHillclimb
23105,5,fitness_space_pso_paper,,100,0.1,105,5,5,25,[0 0 0 0 0 0 1 1 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0],StochasticHillclimb
23106,5,fitness_space_pso_paper,,100,0.1,106,6,4,24,[0 0 0 0 0 0 0 1 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0],StochasticHillclimb
23107,5,fitness_space_pso_paper,,100,0.1,107,5,5,25,[0 0 0 0 0 0 0 1 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0],StochasticHillclimb
23108,5,fitness_space_pso_paper,,100,0.1,108,6,4,24,[0 0 0 0 0 0 0 1 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0],StochasticHillclimb
23109,5,fitness_space_pso_paper,,100,0.1,109,5,5,25,[0 0 0 0 0 0 0 1 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0],StochasticHillclimb
23110,5,fitness_space_pso_paper,,100,0.1,110,6,4,24,[0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0],StochasticHillclimb
23111,5,fitness_space_pso_paper,,100,0.1,111,5,5,25,[0 0 0 0 0 0 0 1 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0],StochasticHillclimb
23112,5,fitness_space_pso_paper,,100,0.1,112,6,4,24,[0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0],StochasticHillclimb
23113,5,fitness_space_pso_paper,,100,0.1,113,5,5,25,[0 0 0 0 0 0 0 1 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0],StochasticHillclimb
